sumcolno,charge,maxcolno,casno,MaxAtNo,heavies,Species,omit,sumatno,ssqcolno,Name,atoms
50,0,7,374072,17,8,CF3CFCl2,0,82,326,"1,1-Dichlorotetrafluoroethane",8
66,0,7,392563,9,12,C6F6,0,90,390,hexafluorobenzene,12
8,-1,4,409212,14,2,SiC-,0,20,32,silicon monocarbide anion,2
8,0,4,409212,14,2,SiC,0,20,32,silicon monocarbide,2
8,1,4,409212,14,2,SiC+,0,20,32,silicon monocarbide cation,2
16,0,5,420042,7,3,NH2CN,0,22,68,cyanamide,5
16,0,6,420053,8,3,HOCN,0,22,78,cyanic acid,4
18,0,6,420122,16,3,C2H4S,0,32,72,Thiirane,7
32,0,7,420462,9,5,CH3CF3,0,42,182,"Ethane, 1,1,1-trifluoro-",8
34,0,6,431038,8,6,C4H6O2,0,46,142,"2,3-Butanedione",12
18,0,4,460128,6,4,C4H2,0,26,66,Diacetylene,6
18,1,4,460128,6,4,C4H2+,0,26,66,diacetlyene cation,6
18,0,5,460195,7,4,C2N2,0,26,82,Cyanogen,4
18,1,5,460195,7,4,C2N2+,0,26,82,Cyanogen cation,4
36,0,7,462066,9,7,C6H5F,0,50,150,Fluorobenzene,12
28,0,4,462806,6,6,C6H4,0,40,100,Benzyne,10
16,0,4,463490,6,3,CH2CCH2,0,22,52,allene,7
16,0,6,463514,8,3,CH2CO,0,22,70,Ketene,5
16,1,6,463514,8,3,CH2CO+,0,22,70,Ketene cation,5
20,0,6,463570,8,3,CH2(OH)2,0,26,92,methanediol,7
16,0,6,463581,16,3,OCS,0,30,88,Carbonyl sulfide,3
16,1,6,463581,16,3,OCS+,0,30,88,Carbonyl sulfide cation,3
24,0,7,463718,17,4,Cl2CS,0,56,150,Thiophosgene,4
24,0,6,463796,8,4,H2CO3,0,32,126,Carbonic acid,6
32,0,4,463821,6,5,C5H12,0,42,92,"Propane, 2,2-dimethyl-",17
26,0,6,471250,8,5,C3H2O2,0,36,122,Propiolic acid,7
24,0,6,471341,20,5,CaCO3,0,50,128,Calcium Carbonate,5
34,0,6,471465,8,6,C2H4N2O2,0,46,158,Oxalamide,10
34,0,6,471476,8,6,C2H3NO3,0,46,168,Oxamic acid,9
30,0,5,497201,6,6,C6H6,0,42,102,Fulvene,12
36,0,6,497267,8,6,C4H8O2,0,48,144,"1,3-Dioxolane, 2-methyl-",14
22,0,4,503173,6,4,CH3CCCH3,0,30,70,2-Butyne,10
24,0,6,503300,8,4,C3H6O,0,32,90,Oxetane,10
32,0,6,504632,8,5,C3H8O2,0,42,128,"1,3-Propanediol",13
24,0,6,504643,8,5,C3O2,0,34,120,Carbon suboxide,5
24,1,6,504643,8,5,C3O2+,0,34,120,Carbon suboxide cation,5
36,0,6,505226,8,6,C4H8O2,0,48,144,"1,3-Dioxane",14
16,0,7,506683,35,3,BrCN,0,48,90,Cyanogen bromide,3
16,0,7,506774,17,3,ClCN,0,30,90,chlorocyanogen,3
16,0,6,506854,8,3,HCNO,0,22,78,fulminic acid,4
32,0,7,507200,17,5,CH3CCl(CH3)CH3,0,50,122,"Propane, 2-chloro-2-methyl-",14
30,0,4,513359,6,5,C5H10,0,40,90,"2-Butene, 2-methyl-",15
32,0,6,513440,16,5,CH2(SH)CH(CH3)CH3,0,50,110,"1-Propanethiol, 2-methyl-",15
32,0,6,513531,16,5,CH3CH(SH)CH2CH3,0,50,110,2-Butanethiol,15
38,0,6,534156,8,6,C4H10O2,0,50,146,"1,1-Dimethoxyethane",16
32,0,6,534225,8,6,C5H6O,0,44,122,2-methylfuran,12
38,0,4,536743,6,8,C6H5CCH,0,54,134,phenylacetylene,14
42,0,7,540363,9,8,C6H4F2,0,58,198,"1,4-difluorobenzene",12
26,0,7,540545,17,4,CH2ClCH2CH3,0,42,104,"Propane, 1-chloro-",11
26,0,6,540636,16,4,CH2SHCH2SH,0,50,110,"1,2-Ethanedithiol",10
26,0,6,540670,8,4,CH3OC2H5,0,34,92,"Ethane, methoxy-",12
26,0,5,540738,7,4,CH3NHNHCH3,0,34,90,dimethyl hydrazine,12
38,0,6,541311,16,6,C5H12S,0,58,128,"1-Butanethiol, 3-methyl-",18
36,0,6,541355,8,6,C4H9NO,0,48,134,Butanamide,15
36,0,7,541413,17,6,C3H5ClO2,0,56,174,"Carbonochloridic acid, ethyl ester",11
36,0,6,541424,8,6,CH3CH(CH3)ONO,0,48,152,Iso-propyl nitrite,13
28,0,6,542789,8,5,C3H4O2,0,38,124,propanedial,9
26,0,4,542927,6,5,C5H6,0,36,86,"1,3-Cyclopentadiene",11
38,0,7,543599,17,6,C5H11Cl,0,58,140,"Pentane, 1-chloro-",17
36,0,6,543679,8,6,C3H7ONO,0,48,152,Propyl nitrite,13
16,0,4,544978,30,3,Zn(CH3)2,0,48,42,dimethyl zinc,9
32,0,6,554143,16,6,C5H6S,0,52,122,"Thiophene, 2-methyl-",12
32,0,6,557175,8,5,C4H10O,0,42,110,Methyl propyl ether,15
18,0,6,557755,8,3,CH2CHOH,0,24,72,ethenol,7
24,0,7,557993,9,4,CH3COF,0,32,120,Acetyl fluoride,7
32,0,7,558134,35,5,CBr4,0,146,212,Carbon tetrabromide,5
8,0,4,558203,6,1,CD4,0,10,20,methane-d4,5
14,0,7,558214,9,2,CD3F,0,18,68,methylfluoride-d3,5
30,0,4,563462,6,5,C5H10,0,40,90,"1-Butene, 2-methyl-",15
30,0,7,563520,17,5,CH2CHCHClCH3,0,48,120,"1-Butene, 3-chloro-",12
36,0,4,563780,6,6,C6H12,0,48,108,"1-Butene, 2,3-dimethyl-",18
36,0,4,563791,6,6,C6H12,0,48,108,"2-Butene, 2,3-dimethyl-",18
36,0,6,563804,8,6,C5H10O,0,48,126,"2-Butanone, 3-methyl-",16
36,0,6,563837,8,6,C4H9NO,0,48,134,"Propanamide, 2-methyl-",15
38,0,6,584021,8,6,C5H12O,0,50,128,3-Pentanol,18
44,0,4,589344,6,7,C7H16,0,58,128,3-methylhexane,23
24,0,4,590181,6,4,CH3CHCHCH3,0,32,72,"2-Butene, (Z)-",12
22,0,4,590192,6,4,CH2CCHCH3,0,30,70,"1,2-Butadiene",10
44,0,4,591764,6,7,C7H16,0,58,128,2-methylhexane,23
28,0,4,591935,6,5,C5H8,0,38,88,"1,4-Pentadiene",13
28,0,4,591957,6,5,C5H8,0,38,88,"1,2-Pentadiene",13
28,0,4,591968,6,5,C5H8,0,38,88,"2,3-Pentadiene",13
30,0,7,591979,17,5,CH2ClCHCHCH3,0,48,120,"2-Butene, 1-chloro-",12
36,0,4,592416,6,6,C6H12,0,48,108,1-Hexene,18
34,0,4,592427,6,6,C6H10,0,46,106,"1,5-Hexadiene",16
32,0,4,592574,6,6,C6H8,0,44,104,"1,3-Cyclohexadiene",14
14,0,7,593533,9,2,CH3F,0,18,68,Methyl fluoride,5
14,0,5,593544,15,2,CH3PH2,0,26,46,Methyl phosphine,7
18,0,7,593602,35,3,C2H3Br,0,50,84,vinyl bromide,6
16,0,7,593635,17,3,HCCCl,0,30,82,Chloroacetylene,4
18,0,5,593679,7,3,CH2CHNH2,0,24,62,aminoethene,8
20,0,7,593704,17,3,CH2FCl,0,34,116,fluorochloromethane,5
16,0,5,593759,7,3,CH3NC,0,22,60,methyl isocyanide,6
20,0,7,593782,17,3,CH3OCl,0,34,104,methyl hypochlorite,6
26,0,5,593884,33,4,As(CH3)3,0,60,82,trimethyl arsine,13
24,0,7,593953,35,4,COBr2,0,84,150,Carbonic dibromide,4
32,0,7,594207,17,5,CH3CCl2CH3,0,58,152,"Propane, 2,2-dichloro-",11
38,0,6,594434,16,6,C3H8O2S,0,58,164,(Methylsulphonyl)ethane,14
50,0,4,594821,6,8,(CH3)3CC(CH3)3,0,66,146,tetramethylbutane,26
28,0,4,598254,6,5,C5H8,0,38,88,"1,2-Butadiene, 3-methyl-",13
30,0,6,598505,8,5,C2H6N2O,0,40,124,"Urea, methyl-",11
32,0,6,598538,8,5,C4H10O,0,42,110,"Propane, 2-methoxy-",15
30,0,6,598583,8,5,CH3NO3,0,40,152,Methyl nitrate,8
38,0,6,598754,8,6,C5H12O,0,50,128,"2-Butanol, 3-methyl-",18
36,0,6,598947,8,6,N(CH3)2CONH2,0,48,142,"Urea, N,N-dimethyl-",14
48,0,6,598981,8,8,C6H12O2,0,64,180,Methyl pivalate,20
36,0,4,616126,6,6,C6H12,0,48,108,"2-Pentene, 3-methyl-, (E)-",18
38,0,7,616217,17,6,C4H8Cl2,0,66,170,"Butane, 1,2-dichloro-",14
38,0,6,616422,16,6,C2H6O3S,0,58,182,"Sulfurous acid, dimethyl ester",12
32,0,6,616444,16,6,C5H6S,0,52,122,"Thiophene, 3-methyl-",12
34,0,6,616455,8,6,C4H7NO,0,46,132,2-Pyrrolidinone,13
24,0,4,624646,6,4,CH3CHCHCH3,0,32,72,"2-Butene, (E)-",12
26,0,7,624726,9,4,C2H4F2,0,34,134,"1,2-difluoroethane",8
26,0,6,624895,16,4,CH3SCH2CH3,0,42,92,"Ethane, (methylthio)-",12
24,0,6,624919,8,4,CH3ONO,0,32,116,Methyl nitrite,7
26,0,6,624920,16,4,CH3SSCH3,0,50,110,"Disulfide, dimethyl",10
36,0,6,625525,8,6,NH2CONHC2H5,0,48,142,"Urea, ethyl-",14
36,0,6,625581,8,6,C2H5NO3,0,48,170,"Nitric acid, ethyl ester",11
36,0,6,625605,16,6,C4H8OS,0,56,144,s-Ethyl thioacetate,14
36,0,6,626642,8,7,C5H5NO,0,50,146,4-Pyridinol,12
28,0,4,627190,6,5,C5H8,0,38,88,1-pentyne,13
30,0,4,627203,6,5,C5H10,0,40,90,"2-Pentene, (Z)-",15
26,0,5,627269,7,5,C4H5N,0,36,94,(E)-2-Butenenitrile,10
28,0,6,627510,16,5,CH2CHSCHCH2,0,46,106,Divinyl sulfide,11
38,0,6,628284,8,6,C5H12O,0,50,128,"Butane, 1-methoxy-",18
38,0,6,628295,16,6,C5H12S,0,58,128,"Butane, 1-(methylthio)-",18
38,0,6,628320,8,6,C5H12O,0,50,128,"Propane, 1-ethoxy-",18
38,0,7,628342,17,6,C4H9ClO,0,58,158,1-Chloro-2-ethoxyethane,15
32,0,4,628411,6,6,C6H8,0,44,104,"1,4-Cyclohexadiene",14
40,0,4,629209,6,8,C8H8,0,56,138,cyclooctatetraene,16
10,-1,6,630080,8,2,CO-,0,14,52,carbon monoxide anion,2
10,0,6,630080,8,2,CO,0,14,52,Carbon monoxide,2
10,1,6,630080,8,2,CO+,0,14,52,carbon monoxide cation,2
34,0,5,630182,7,6,C5H9N,0,46,114,"Propanenitrile, 2,2-dimethyl-",15
30,0,4,646048,6,5,C5H10,0,40,90,"2-Pentene, (E)-",15
30,0,6,646060,8,5,C3H6O2,0,40,126,"1,3-Dioxolane",11
44,-1,5,670542,7,10,C6N4-,0,64,196,tetracyanoethylene anion,10
44,0,5,670542,7,10,C6N4,0,64,196,Tetracyanoethylene,10
32,0,6,674828,8,6,C4H4O2,0,44,140,"2-Oxetanone, 4-methylene-",10
8,0,4,676493,6,1,CH3D,0,10,20,methane-d,5
8,0,4,676551,6,1,CH2D2,0,10,20,methane-d2,5
8,0,4,676802,6,1,CHD3,0,10,20,methane-d3,5
58,0,7,685632,9,10,C4F6,0,78,358,perfluorobutadiene,10
20,0,4,689974,6,4,C2H3CCH,0,28,68,1-Buten-3-yne,8
22,0,7,689996,9,4,C2F2,0,30,130,difluoroacetylene,4
26,0,6,690028,8,4,CH3OOCH3,0,34,110,dimethylperoxide,10
34,0,4,693027,6,6,C6H10,0,46,106,1-Hexyne,16
28,0,4,693867,6,5,C5H8,0,38,88,Ethenylcyclopropane,13
34,0,4,693890,6,6,C6H10,0,46,106,"Cyclopentene, 1-methyl-",16
32,0,6,693958,16,6,C4H5NS,0,52,130,4-Methylthiazole,11
32,0,5,693981,7,6,C4H6N2,0,44,120,"1H-Imidazole, 2-methyl-",12
32,0,4,694019,6,6,C6H8,0,44,104,Bicyclo[3.1.0]hex-2-ene,14
34,0,5,694053,7,6,C5H9N,0,46,114,"1,2,3,6-Tetrahydropyridine",15
36,0,4,760214,6,6,C6H12,0,48,108,"Pentane, 3-methylene-",18
34,0,4,764352,6,6,C6H10,0,46,106,2-Hexyne,16
28,0,5,764421,7,6,C4H2N2,0,40,116,Fumaronitrile,8
24,0,5,765300,7,4,C3H7N,0,32,80,Cyclopropylamine,11
34,0,6,765435,8,6,C5H8O,0,46,124,Methyl cyclopropyl ketone,14
38,0,5,811938,7,6,C4H12N2,0,50,126,"2-Methyl-1,2-propanediamine",18
38,0,7,811972,9,6,CF3CH2F,0,50,230,"1,1,1,2-tetrafluoroethane",8
32,0,4,821078,6,6,C6H8,0,44,104,"1,3,5-Hexatriene, (E)-",14
30,0,4,821089,6,6,C6H6,0,42,102,"Hexa-1,5-diene-3-yne",12
22,0,4,822355,6,4,C4H6,0,30,70,Cyclobutene,10
34,0,6,822388,16,6,C3H4S3,0,70,160,"1,3-Dithiolane-2-thione",10
32,0,4,822413,6,6,C6H8,0,44,104,Bicyclo[2.1.1]hex-2-ene,14
12,0,6,865361,16,2,H2CS,0,24,54,Thioformaldehyde,4
26,0,7,865496,17,4,CDCl3,0,58,164,trichloromethane-d,5
8,0,4,917544,6,2,CH3Li,0,12,20,methyl lithium,5
34,0,4,917920,6,6,C6H10,0,46,106,"1-Butyne, 3,3-dimethyl-",16
36,0,4,922623,6,6,C6H12,0,48,108,"2-Pentene, 3-methyl-, (Z)-",18
36,0,6,922690,8,6,C4H8O2,0,48,144,"Ethene, 1,1-dimethoxy-",14
30,0,7,927731,17,5,CH2CHCH2CH2Cl,0,48,120,"1-Butene, 4-chloro-",12
34,0,4,928494,6,6,C6H10,0,46,106,3-Hexyne,16
32,0,4,930267,6,6,C6H8,0,44,104,3-Methylenecyclopentene,14
32,0,6,930278,8,6,C5H6O,0,44,122,3-Methylfuran,12
36,0,6,930609,8,7,C5H4O2,0,50,156,"4-Cyclopentene-1,3-dione",11
36,0,6,980101,8,7,C5H4O2,0,50,156,furfural,11
14,0,4,992949,14,2,CH3SiH3,0,26,38,methyl silane,8
26,0,4,993077,14,4,SiH(CH3)3,0,42,74,trimethylsilane,14
36,0,5,1003038,7,6,C5H11N,0,48,116,Cyclopentanamine,17
34,0,6,1003049,16,6,C4H6OS,0,54,142,Dihydro-3-(2H)-thiophenone,12
34,0,6,1003107,16,6,C4H6OS,0,54,142,Dihydro-2-(3H)-thiophenone,12
18,0,5,1070719,7,4,HCCCN,0,26,74,Cyanoacetylene,5
18,1,5,1070719,7,4,HCCCN+,0,26,74,Cyanoacetylene cation,5
26,0,5,1071983,7,6,C4N2,0,38,114,2-Butynedinitrile,6
24,0,6,1072431,16,4,C3H6S,0,40,90,"Thiirane, methyl-",10
20,0,4,1111746,14,3,SiH2(CH3)2,0,38,56,dimethylsilane,11
14,0,7,1111893,17,2,CD3Cl,0,26,68,methyl chloride d3,5
34,0,6,1115157,16,6,C4H6OS,0,54,142,Vinyl sulfoxide,12
20,0,4,1120532,6,4,C4H4,0,28,68,cyclobutadiene,8
28,0,4,1120565,6,5,C5H8,0,38,88,"Cyclobutane, methylene-",13
28,0,6,1120598,16,5,C4H6S,0,46,106,"Thiophene, 2,3-dihydro-",11
34,0,4,1120623,6,6,C6H10,0,46,106,"Cyclopentene, 3-methyl-",16
34,0,6,1120645,8,6,C4H7NO,0,46,132,"Oxazole, 4,5-dihydro-2-methyl-",13
38,0,7,1190223,17,6,C4H8Cl2,0,66,170,"Butane, 1,3-dichloro-",14
26,0,5,1190767,7,5,C4H5N,0,36,94,(Z)-2-Butenenitrile,10
38,0,6,1191088,16,6,C4H10S2,0,66,146,"1,4-Butanedithiol",16
28,0,6,1191953,8,5,C4H6O,0,38,106,Cyclobutanone,11
28,0,6,1191997,8,5,C4H6O,0,38,106,"Furan, 2,3-dihydro-",11
8,-1,6,1304569,8,2,BeO-,0,12,40,Beryllium monoxide anion,2
8,0,6,1304569,8,2,BeO,0,12,40,beryllium oxide,2
8,1,6,1304569,8,2,BeO+,0,12,40,Beryllium monoxide cation,2
8,0,6,1305788,20,2,CaO,0,28,40,Calcium monoxide,2
16,0,6,1309428,12,3,Mg(OH)2,0,30,78,Magnesium dihydroxide,5
8,-1,6,1309484,12,2,MgO-,0,20,40,magnesium oxide anion,2
8,0,6,1309484,12,2,MgO,0,20,40,magnesium oxide,2
8,1,6,1309484,12,2,MgO+,0,20,40,magnesium oxide cation,2
16,0,6,1310538,32,3,GeO2,0,48,88,Germanium dioxide,3
8,0,6,1310663,8,2,LiOH,0,12,38,lithium hydroxide,3
8,0,6,1310732,11,2,NaOH,0,20,38,sodium hydroxide,3
8,0,6,1313593,11,3,Na2O,0,30,38,disodium monoxide,3
8,0,6,1314132,30,2,ZnO,0,38,40,zinc monoxide,2
8,0,6,1314983,30,2,ZnS,0,46,40,Zinc sulfide,2
7,0,6,1317380,29,2,CuO,0,37,37,Copper Monoxide,2
2,-1,1,1333740,1,0,H2-,0,2,2,hydrogen diatomic anion,2
2,0,1,1333740,1,0,H2,0,2,2,Hydrogen diatomic,2
2,1,1,1333740,1,0,H2+,0,2,2,Hydrogen cation,2
18,0,7,1396660,14,3,SiF2,0,32,114,Silicon difluoride,3
14,0,4,1449656,32,2,GeH3CH3,0,44,38,methyl germane,8
34,0,6,1487156,8,6,C5H8O,0,46,124,"Furan, 2,3-dihydro-5-methyl-",14
48,0,7,1489538,9,9,C6H3F3,0,66,246,Benzene trifluoride 123,12
18,0,7,1493023,9,3,HFCO,0,24,102,formyl fluoride,4
32,0,7,1493114,9,5,CF3OH,0,42,200,trifluoromethanol,6
16,0,7,1495507,9,3,FCN,0,22,90,Cyanogen fluoride,3
26,0,7,1511622,35,4,CHBrF2,0,60,164,"Methane, bromodifluoro-",5
32,0,6,1551219,16,5,CH3C(SCH3)HCH3,0,50,110,"Propane, 2-(methylthio)-",15
26,0,4,1574409,6,5,C5H6,0,36,86,"3-Penten-1-yne, (Z)-",11
28,0,4,1574410,6,5,C5H8,0,38,88,"1,3-Pentadiene, (Z)-",13
14,0,4,1590870,14,2,Si2H6,0,34,38,disilane,8
16,0,6,1603845,34,3,OCSe,0,48,88,Carbonyl selenide,3
18,-1,7,1605727,17,3,CCl2-,0,40,114,dichloromethylene anion,3
18,0,7,1605727,17,3,CCl2,0,40,114,dichloromethylene,3
18,1,7,1605727,17,3,CCl2+,0,40,114,dichloromethylene cation,3
25,0,4,1605738,6,4,C(CH3)3,0,33,73,Tert-butyl radical,13
36,0,6,1613510,16,6,C5H10S,0,56,126,"2H-Thiopyran, tetrahydro-",16
26,0,7,1615754,17,4,CH3CHFCl,0,42,134,"Ethane, 1-chloro-1-fluoro-",8
24,0,7,1630779,9,4,C2H2F2,0,32,132,"Ethene, 1,2-difluoro-, (Z)-",6
24,0,7,1630780,9,4,C2H2F2,0,32,132,"Ethene, 1,2-difluoro-, (E)-",6
30,0,4,1630940,6,5,C5H10,0,40,90,"Cyclopropane, 1,1-dimethyl-",15
38,0,6,1634044,8,6,C5H12O,0,50,128,"Propane, 2-methoxy-2-methyl-",18
36,0,6,1679078,16,6,C5H10S,0,56,126,Cyclopentanethiol,16
38,0,6,1679089,16,6,C5H12S,0,58,128,"1-Propanethiol, 2,2-dimethyl-",18
38,0,6,1679090,16,6,C5H12S,0,58,128,"2-Butanethiol, 2-methyl-",18
28,0,6,1708298,8,5,C4H6O,0,38,106,"Furan, 2,5-dihydro-",11
28,0,6,1708323,16,5,C4H6S,0,46,106,"Thiophene, 2,5-dihydro-",11
32,0,7,1717006,17,5,CH3CFCl2,0,58,182,"1,1-Dichloro-1-fluoroethane",8
28,0,6,1738369,8,5,CH3OCH2CN,0,38,114,Methoxyacetonitrile,10
34,0,4,1759815,6,6,C6H10,0,46,106,"Cyclopentene, 4-methyl-",16
18,0,5,1761677,7,3,CH2NCH3,0,24,62,N-methylmethanimine,8
36,0,6,1795091,16,6,C5H10S,0,56,126,"Thiophene, tetrahydro-2-methyl-",16
38,0,6,1878188,16,6,C5H12S,0,58,128,"1-Butanethiol, 2-methyl-",18
14,0,5,1884646,7,3,NCN,0,20,66,NCN,3
17,0,4,1981802,6,3,C3H5,0,23,53,Allyl radical,8
17,1,4,1981802,6,3,C3H5+,0,23,53,Allyl cation,8
26,0,4,2004695,6,5,C5H6,0,36,86,"3-Penten-1-yne, (E)-",11
28,0,4,2004708,6,5,C5H8,0,38,88,"1,3-Pentadiene, (E)-",13
19,0,4,2025550,6,3,C3H7,0,25,55,Isopropyl radical,10
13,0,4,2025561,6,2,C2H5,0,17,37,Ethyl radical,7
13,1,4,2025561,6,2,C2H5+,0,17,37,Ethyl cation,7
12,0,5,2053294,7,2,CH2NH,0,16,44,Methanimine,5
9,-1,5,2074875,7,2,CN-,0,13,41,cyanide anion,2
9,0,5,2074875,7,2,CN,0,13,41,Cyano radical,2
9,1,5,2074875,7,2,CN+,0,13,41,Cyano cation,2
38,0,6,2084186,16,6,C5H12S,0,58,128,"2-Butanethiol, 3-methyl-",18
12,0,7,2108205,17,2,HCCl,0,24,66,Chloromethylene,3
35,0,6,2122465,8,7,C6H5O,0,49,137,phenoxy radical,12
9,-1,4,2122487,6,2,C2H-,0,13,33,Ethynyl anion,3
9,0,4,2122487,6,2,C2H,0,13,33,Ethynyl radical,3
9,1,4,2122487,6,2,C2H+,0,13,33,Ethynyl cation,3
25,0,4,2143535,6,5,C5H5,0,35,85,cyclopentadienyl radical,10
19,-1,6,2143580,8,3,CH3OO-,0,25,91,methylperoxy anion,6
19,0,6,2143580,8,3,CH3OO,0,25,91,methylperoxy radical,6
19,1,6,2143580,8,3,CH3OO+,0,25,91,methylperoxy cation,6
19,0,4,2143615,6,3,C3H7,0,25,55,n-Propyl radical,10
13,-1,6,2143682,8,2,CH3O-,0,17,55,methoxy anion,5
13,0,6,2143682,8,2,CH3O,0,17,55,Methoxy radical,5
10,0,4,2143693,6,2,CCH2,0,14,34,vinylidene,4
19,0,6,2154509,8,3,CH3CH2O,0,25,73,Ethoxy radical,8
35,0,4,2154565,6,7,C6H5CH2,0,49,119,benzyl radical,14
18,-1,7,2154598,9,3,CF2-,0,24,114,Difluoromethylene anion,3
18,0,7,2154598,9,3,CF2,0,24,114,Difluoromethylene,3
18,1,7,2154598,9,3,CF2+,0,24,114,Difluoromethylene cation,3
38,0,7,2211678,17,6,C4H8Cl2,0,66,170,"Butane, 2,3-dichloro-, (r*,r*)-(.+/-.)-",14
30,0,7,2211703,17,5,CH2CClCH2CH3,0,48,120,"1-Butene, 2-chloro-",12
7,-1,4,2229074,6,1,CH3-,0,9,19,methyl anion,4
7,0,4,2229074,6,1,CH3,0,9,19,Methyl radical,4
7,1,4,2229074,6,1,CH3+,0,9,19,methyl cation,4
36,0,6,2231574,16,6,CH6N4S,0,56,158,Carbonothioic dihydrazide,12
25,-1,7,2264213,9,4,CF3-,0,33,163,Trifluoromethyl anion,4
25,0,7,2264213,9,4,CF3,0,33,163,Trifluoromethyl radical,4
25,1,7,2264213,9,4,CF3+,0,33,163,Trifluoromethyl cation,4
32,0,7,2311140,35,5,CH3CBr3,0,120,182,"1,1,1-tribromoethane",8
36,0,6,2314489,16,6,C3H6S3,0,72,162,"Carbonotrithioic acid, dimethyl ester",12
32,0,7,2314978,53,5,CF3I,0,86,212,trifluoroiodomethane,5
25,0,4,2348552,6,4,CH3CHCH2CH3,0,33,73,2-Butyl radical,13
20,0,5,2372885,7,3,NH2CH2NH2,0,26,140,diaminomethane,9
29,-1,4,2396012,6,6,C6H5-,0,41,101,phenyl anion,11
29,0,4,2396012,6,6,C6H5,0,41,101,phenyl,11
36,0,4,2398096,6,6,C6H12,0,48,108,"cis-1,3-dimethylcyclobutane",18
36,0,4,2398109,6,6,C6H12,0,48,108,"trans-1,3-dimethylcyclobutane",18
6,-1,4,2465567,6,1,CH2-,0,8,18,methylene anion,3
6,0,4,2465567,6,1,CH2,0,8,18,Methylene,3
6,1,4,2465567,6,1,CH2+,0,8,18,methylene cation,3
30,0,5,2516349,7,5,C4H9N,0,40,98,Cyclobutylamine,14
48,0,7,2551624,16,7,SF6,0,70,330,Sulfur Hexafluoride,7
17,0,6,2564865,8,3,HOCO,0,23,89,Hydrocarboxyl radical,4
17,1,6,2564865,8,3,HOCO+,0,23,89,Hydrocarboxyl cation,4
18,0,7,2565302,17,3,COHCl,0,32,102,Formyl chloride,4
13,0,6,2597435,8,2,CH2OH,0,17,55,Hydroxymethyl radical,5
13,1,6,2597435,8,2,CH2OH+,0,17,55,hydroxymethyl cation,5
11,-1,6,2597446,8,2,HCO-,0,15,53,formyl anion,3
11,0,6,2597446,8,2,HCO,0,15,53,Formyl radical,3
11,1,6,2597446,8,2,HCO+,0,15,53,Formyl cation,3
32,0,4,2612466,6,6,C6H8,0,44,104,"1,3,5-Hexatriene, (Z)-",14
11,0,4,2669898,6,2,C2H3,0,15,35,vinyl,5
11,1,4,2669898,6,2,C2H3+,0,15,35,vinyl cation,5
19,0,7,2670135,9,3,CHF2,0,25,115,difluoromethyl radical,4
18,0,7,2696926,17,3,ClNO,0,32,110,Nitrosyl chloride,3
32,0,7,2699798,16,5,SO2F2,0,50,206,Sulfuryl fluoride,5
16,0,7,2713099,9,3,HCCF,0,22,82,Fluoroacetylene,4
16,1,7,2713099,9,3,HCCF+,0,22,82,fluoroacetylene cation,4
16,0,4,2781853,6,3,C3H4,0,22,52,cyclopropene,7
30,0,4,2809690,6,6,C6H6,0,42,102,"2,4-Hexadiyne",12
44,0,7,2837890,17,7,CF3CHFCl,0,66,278,"1,1,1,2-tetrafluorochloroethane",8
20,0,4,2873509,6,4,H2CCCCH2,0,28,68,Butatriene,8
30,0,6,2919235,8,5,C4H8O,0,40,108,Cyclobutanol,13
15,-1,4,2932787,6,3,C3H3-,0,21,51,Propargyl anion,6
15,0,4,2932787,6,3,C3H3,0,21,51,Propargyl radical,6
15,1,4,2932787,6,3,C3H3+,0,21,51,Propargyl cation,6
10,-1,6,2944050,16,2,CS-,0,22,52,carbon monosulfide anion,2
10,0,6,2944050,16,2,CS,0,22,52,carbon monosulfide,2
10,1,6,2944050,16,2,CS+,0,22,52,carbon monosulfide cation,2
20,0,6,3031730,8,3,CH3OOH,0,26,92,Methyl peroxide,7
32,0,6,3031752,8,5,C3H8O2,0,42,128,"Hydroperoxide, 1-methylethyl",13
22,0,4,3100047,6,4,C4H6,0,30,70,1-Methylcyclopropene,10
26,0,4,3161997,6,6,C6H2,0,38,98,hexatriyne,8
25,0,6,3170614,8,4,C2H5OO,0,33,109,ethylperoxy radical,9
17,-1,6,3170692,8,3,CH3CO-,0,23,71,Acetyl anion,6
17,0,6,3170692,8,3,CH3CO,0,23,71,Acetyl radical,6
17,1,6,3170692,8,3,CH3CO+,0,23,71,acetyl cation,6
25,-1,7,3170807,17,4,CCl3-,0,57,163,Trichloromethyl anion,4
25,0,7,3170807,17,4,CCl3,0,57,163,Trichloromethyl radical,4
25,1,7,3170807,17,4,CCl3+,0,57,163,Trichloromethyl cation,4
13,-1,6,3170830,8,2,HO2-,0,17,73,Hydroperoxy anion,3
13,0,6,3170830,8,2,HO2,0,17,73,Hydroperoxy radical,3
13,1,6,3170830,8,2,HO2+,0,17,73,Hydroperoxy cation,3
30,0,4,3227905,6,6,C6H6,0,42,102,Trimethylenecycopropane,12
5,-1,4,3315375,6,1,CH-,0,7,17,methylidyne anion,2
5,0,4,3315375,6,1,CH,0,7,17,Methylidyne,2
5,1,4,3315375,6,1,CH+,0,7,17,Methylidyne cation,2
7,-1,6,3352576,8,1,OH-,0,9,37,hydroxide anion,2
7,0,6,3352576,8,1,OH,0,9,37,Hydroxyl radical,2
7,1,6,3352576,8,1,OH+,0,9,37,hydoxyl cation,2
